"SK_ID_CURR","TARGET"
100001,0.046123743057251
100005,0.062148030847311
100013,0.0197212025523186
100028,0.0326028801500797
100038,0.0888963490724564
100042,0.0556021369993687
100057,0.0170836132019758
100065,0.0293083041906357
100066,0.00992634799331427
100067,0.0540711805224419
100074,0.0751394778490067
100090,0.0408982150256634
100091,0.118838630616665
100092,0.0920830145478249
100106,0.0586462318897247
100107,0.0813264921307564
100109,0.0619331039488316
100117,0.0452985242009163
100128,0.0730955526232719
100141,0.0226446129381657
100150,0.0173728074878454
100168,0.00343355350196362
100169,0.0438919477164745
100170,0.0490457527339458
100171,0.0391409583389759
100172,0.092582032084465
100184,0.0752636194229126
100187,0.0414227098226547
100212,0.106933183968067
100222,0.0620960481464863
100223,0.0156152574345469
100232,0.0114604746922851
100241,0.205476388335228
100245,0.0163681339472532
100253,0.0388891659677029
100256,0.103568576276302
100271,0.0182296317070723
100278,0.186719730496407
100280,0.00611001811921597
100306,0.141767203807831
100311,0.126124426722527
100312,0.0320285595953465
100330,0.104382671415806
100331,0.0304287374019623
100352,0.109799534082413
100358,0.0851152539253235
100367,0.0253015775233507
100382,0.206273347139359
100384,0.0485858879983425
100385,0.105588547885418
100386,0.0272729471325874
100399,0.0227600615471601
100404,0.093015655875206
100416,0.0237484611570835
100422,0.0586956925690174
100426,0.0451824218034744
100438,0.0218212679028511
100444,0.0744341537356377
100445,0.15414172410965
100446,0.0650667250156403
100447,0.0224997717887163
100450,0.0497228540480137
100466,0.0191571917384863
100483,0.0213628597557545
100484,0.01128382794559
100494,0.0518750436604023
100510,0.141432121396065
100512,0.0274816416203976
100517,0.0158809442073107
100548,0.0380647629499435
100551,0.0276322495192289
100552,0.0888413786888123
100553,0.0174198541790247
100561,0.131939843297005
100568,0.460343420505524
100569,0.0232626628130674
100591,0.0529855415225029
100592,0.021584527567029
100602,0.0798787623643875
100607,0.0564797036349773
100613,0.0525389052927494
100617,0.136278256773949
100618,0.10064423084259
100622,0.0458019487559795
100625,0.168556720018387
100677,0.123857602477074
100699,0.0314789041876793
100702,0.503574430942535
100711,0.0576555654406548
100729,0.118956573307514
100740,0.228236570954323
100744,0.108171083033085
100745,0.0525563657283783
100747,0.0994140654802322
100751,0.386487722396851
100752,0.0635977536439896
100753,0.168772637844086
100754,0.306857377290726
100760,0.0246537029743195
100762,0.0889122784137726
100763,0.0628908351063728
100765,0.0331217534840107
100770,0.0762807130813599
100772,0.0240325294435024
100777,0.0366814360022545
100791,0.0238079056143761
100792,0.0121782561764121
100797,0.0230987574905157
100823,0.0175032671540976
100826,0.0334488339722157
100830,0.0252683330327272
100836,0.159850999712944
100872,0.0670720860362053
100910,0.0754509344696999
100913,0.219888627529144
100918,0.074022151529789
100931,0.00849732663482428
100952,0.046983502805233
100953,0.0406322106719017
100965,0.147162690758705
100970,0.0303514618426561
100982,0.0973954871296883
100983,0.207663774490356
100984,0.0304313153028488
100987,0.0719138234853745
100997,0.0459626019001007
100998,0.130152389407158
101002,0.0552000366151333
101005,0.14505909383297
101008,0.151599034667015
101020,0.0939896330237389
101021,0.0108656752854586
101024,0.0469150021672249
101025,0.153451159596443
101026,0.0514635555446148
101031,0.0234537981450558
101041,0.0158499050885439
101051,0.0113097485154867
101055,0.0573380663990974
101056,0.238681867718697
101057,0.0462169498205185
101064,0.045867882668972
101079,0.163495376706123
101087,0.0270119123160839
101090,0.0323651731014252
101092,0.0861271694302559
101097,0.103597901761532
101099,0.0197617076337337
101107,0.0834419205784798
101118,0.0533002912998199
101125,0.0882401168346405
101126,0.0237990207970142
101128,0.0216118842363358
101136,0.0668874308466911
101140,0.206670120358467
101149,0.176782637834549
101160,0.0780024155974388
101169,0.241203114390373
101181,0.0250962227582932
101186,0.0200854111462831
101190,0.0893653109669685
101193,0.0712504535913467
101194,0.156138092279434
101198,0.104567125439644
101200,0.0366924144327641
101204,0.0175224486738443
101211,0.051585104316473
101213,0.0629256367683411
101223,0.0374663546681404
101225,0.0746847838163376
101237,0.0963296517729759
101243,0.0583319067955017
101244,0.224703073501587
101258,0.0595351122319698
101259,0.207866668701172
101268,0.0812294110655785
101269,0.0202909782528877
101271,0.104084573686123
101279,0.0696601644158363
101281,0.131909489631653
101287,0.0463829003274441
101292,0.0570503100752831
101294,0.0238671973347664
101296,0.0998131036758423
101297,0.0190707873553038
101299,0.0464696474373341
101301,0.024035457521677
101305,0.0996335819363594
101308,0.116255395114422
101318,0.0227423515170813
101327,0.301389932632446
101329,0.0241308994591236
101332,0.0783052369952202
101337,0.04607293009758
101343,0.0303831901401281
101345,0.011153744533658
101346,0.020173080265522
101353,0.0174590572714806
101354,0.093375451862812
101355,0.183148369193077
101356,0.0314390882849693
101362,0.0723022595047951
101363,0.328486740589142
101365,0.034006230533123
101366,0.142787411808968
101367,0.0835498049855232
101368,0.00931574124842882
101374,0.0972233861684799
101380,0.021936547011137
101383,0.0232339426875114
101398,0.0374035015702248
101399,0.259856075048447
101401,0.251999288797379
101412,0.046645812690258
101426,0.0281168334186077
101427,0.291866689920425
101428,0.201669752597809
101429,0.0896025598049164
101434,0.0515099093317986
101440,0.0697869509458542
101448,0.0894909426569939
101449,0.0610216483473778
101465,0.0280970148742199
101467,0.0219082403928041
101472,0.0715380385518074
101478,0.129280149936676
101497,0.0444695986807346
101504,0.167517691850662
101547,0.0160987190902233
101548,0.0640000551939011
101555,0.118905402719975
101570,0.024984048679471
101572,0.0754036754369736
101578,0.0241968333721161
101580,0.262251257896423
101588,0.206523582339287
101602,0.0361494943499565
101610,0.144122004508972
101614,0.0623676590621471
101616,0.0324387885630131
101643,0.134073600172997
101644,0.0160889495164156
101649,0.0730303898453712
101650,0.0850091502070427
101665,0.0259311590343714
101667,0.122057870030403
101669,0.0388132110238075
101674,0.0603384934365749
101675,0.027132423594594
101678,0.0752981752157211
101682,0.0365280956029892
101686,0.0574822351336479
101697,0.154697299003601
101700,0.36466971039772
101711,0.0321003384888172
101714,0.0487987361848354
101715,0.252802640199661
101728,0.0304588209837675
101732,0.0371534898877144
101757,0.124429784715176
101758,0.032147116959095
101759,0.0738510712981224
101762,0.0162507500499487
101764,0.0457140356302261
101780,0.399098336696625
101784,0.0163873080164194
101789,0.0142834102734923
101816,0.114491984248161
101819,0.0258845891803503
101827,0.0164630021899939
101863,0.0861206948757172
101867,0.0521803423762321
101870,0.0135123152285814
101873,0.211466923356056
101878,0.111647501587868
101879,0.0386342406272888
101880,0.0224760454148054
101887,0.0443404167890549
101897,0.0339321009814739
101901,0.0921969562768936
101903,0.251212388277054
101920,0.031904548406601
101921,0.0427123308181763
101922,0.0546322800219059
101961,0.0813721939921379
101962,0.0221573933959007
101971,0.0590912848711014
101976,0.273766070604324
102002,0.0816391706466675
102005,0.0170111004263163
102007,0.324810594320297
102017,0.0244135875254869
102019,0.240346059203148
102029,0.0160817950963974
102051,0.124230146408081
102052,0.0108524914830923
102054,0.015347583219409
102062,0.061021763831377
102067,0.0934946462512016
102068,0.0413628183305264
102070,0.045095544308424
102090,0.082406297326088
102092,0.0437872335314751
102099,0.0974015295505524
102100,0.013945622369647
102112,0.0641841441392899
