SK_ID_CURR,TARGET
100001,0.24596461543347883
100005,0.39769763998487445
100013,0.10597281383256822
100028,0.11306797907809411
100038,0.6335207561285392
100042,0.16641163622758467
100057,0.09406131320174614
100065,0.22235896725100865
100066,0.0927041605078261
100067,0.3656868598829864
100074,0.3539779053277263
100090,0.24725514711202792
100091,0.6105103016759342
100092,0.4056908547575172
100106,0.3680707514724404
100107,0.4922799899560931
100109,0.4076946818539528
100117,0.10423199195095527
100128,0.335321788926047
100141,0.1416463418588079
100150,0.0841425139211851
100168,0.04832153550792504
100169,0.2253374620791688
100170,0.3100209177809013
100171,0.26776939928145466
100172,0.3131297121200256
100184,0.3671515478913826
100187,0.32358635569936645
100212,0.31614073323539726
100222,0.2938047199726151
100223,0.06591219301406254
100232,0.08951154040667239
100241,0.6386200478543166
100245,0.11712321103664944
100253,0.13471553327622618
100256,0.37606583390241427
100271,0.05674980089828132
100278,0.7067936113398239
100280,0.06910929660545491
100306,0.6284134771565761
100311,0.6349841781512988
100312,0.105343721855326
100330,0.4285555183492128
100331,0.252097286716642
100352,0.4697793860541466
100358,0.32425849202276463
100367,0.14908217059285833
100382,0.6285329305757632
100384,0.2967697754268266
100385,0.4392086311911639
100386,0.1759728487825387
100399,0.10005259904459238
100404,0.3957612411947906
100416,0.10965403556770464
100422,0.44021222808332616
100426,0.16639438130175066
100438,0.20154306967846075
100444,0.6255657995642325
100445,0.630938449036769
100446,0.5577100831301642
100447,0.10692837877286221
100450,0.3055738969406022
100466,0.10127064206645205
100483,0.1423086865978111
100484,0.055865896858185875
100494,0.2513135126906925
100510,0.6735704481633017
100512,0.13289082347825829
100517,0.1401978425066396
100548,0.1624687800014948
100551,0.20011391109156063
100552,0.2988123300907515
100553,0.08640834454850521
100561,0.49152123839984624
100568,0.8643908776917263
100569,0.15152824929715222
100591,0.23706942360621683
100592,0.09995087088374993
100602,0.3650657234094498
100607,0.21225884632706277
100613,0.3454431101146741
100617,0.6544564804030357
